시도,시군구,사고유형대분류,사고유형,발생건수,사망자수,부상자수,중상,경상,부상신고
경북,봉화군,차대차,기타,38,0,68,14,52,2
경북,봉화군,차량단독,전도,4,0,7,1,5,1
경북,봉화군,차량단독,전복,5,0,5,0,2,3
경북,봉화군,차량단독,공작물충돌,12,0,13,3,6,4
경북,봉화군,차량단독,도로이탈,3,0,5,3,1,1
경북,봉화군,차량단독,도로이탈,1,0,1,0,0,1
경북,봉화군,차량단독,기타,1,0,1,0,1,0
경북,울진군,차대사람,횡단중,12,0,13,11,2,0
경북,울진군,차대사람,차도통행중,5,1,5,4,1,0
경북,울진군,차대사람,길가장자리구역통행중,8,0,8,7,0,1
경북,울진군,차대사람,보도통행중,4,0,4,3,1,0
경북,울진군,차대사람,기타,9,0,10,8,2,0
경북,울진군,차대차,정면충돌,14,3,20,10,10,0
경북,울진군,차대차,측면충돌,41,1,59,27,31,1
경북,울진군,차대차,추돌,21,0,45,7,33,5
경북,울진군,차대차,기타,16,0,21,9,12,0
경북,울진군,차량단독,전도,5,1,5,4,1,0
경북,울진군,차량단독,전복,1,0,1,1,0,0
경북,울진군,차량단독,공작물충돌,8,1,8,4,4,0
경북,울진군,차량단독,도로이탈,4,1,3,2,0,1
경북,울진군,차량단독,기타,1,0,2,1,1,0
경북,울릉군,차대사람,횡단중,1,0,1,0,1,0
경북,울릉군,차대사람,차도통행중,5,0,5,2,3,0
경북,울릉군,차대사람,길가장자리구역통행중,4,0,4,2,2,0
경북,울릉군,차대차,정면충돌,2,0,9,4,4,1
경북,울릉군,차대차,측면충돌,4,0,6,3,3,0
경북,울릉군,차대차,추돌,1,0,3,0,3,0
경북,울릉군,차량단독,전도,1,1,0,0,0,0
경북,울릉군,차량단독,전복,2,0,3,1,2,0
경북,울릉군,차량단독,공작물충돌,1,0,1,1,0,0
경북,울릉군,차량단독,기타,1,0,1,1,0,0
경북,경산시,차대사람,횡단중,113,10,115,53,61,1
경북,경산시,차대사람,차도통행중,32,2,33,12,19,2
경북,경산시,차대사람,길가장자리구역통행중,22,1,24,11,13,0
경북,경산시,차대사람,보도통행중,13,0,15,6,9,0
경북,경산시,차대사람,기타,59,1,61,21,39,1
경북,경산시,차대차,정면충돌,52,1,84,34,50,0
경북,경산시,차대차,측면충돌,487,6,661,173,478,10
경북,경산시,차대차,후진중충돌,17,0,26,1,25,0
경북,경산시,차대차,추돌,169,7,275,59,212,4
경북,경산시,차대차,기타,108,3,162,37,118,7
경북,경산시,차량단독,전도,6,1,5,1,2,2
경북,경산시,차량단독,전복,1,1,0,0,0,0
경북,경산시,차량단독,공작물충돌,21,2,22,12,10,0
경북,경산시,차량단독,도로이탈,2,0,2,1,1,0
경북,경산시,차량단독,기타,11,4,8,4,3,1
경남,진주시,차대사람,횡단중,165,6,169,121,45,3
경남,진주시,차대사람,차도통행중,40,1,41,23,18,0
경남,진주시,차대사람,길가장자리구역통행중,7,0,7,4,3,0
경남,진주시,차대사람,보도통행중,18,1,18,10,7,1
경남,진주시,차대사람,기타,47,2,46,27,19,0
경남,진주시,차대차,정면충돌,36,1,58,33,25,0
경남,진주시,차대차,측면충돌,295,5,437,189,228,20
경남,진주시,차대차,후진중충돌,6,0,6,2,4,0
경남,진주시,차대차,추돌,96,2,148,62,83,3
경남,진주시,차대차,기타,80,1,107,50,56,1
경남,진주시,차량단독,전도,8,1,7,2,4,1
경남,진주시,차량단독,전복,1,0,1,1,0,0
경남,진주시,차량단독,공작물충돌,13,3,12,6,6,0
경남,진주시,차량단독,주/정차차량 충돌,2,0,3,2,1,0
경남,진주시,차량단독,도로이탈,1,0,1,1,0,0
경남,진주시,차량단독,도로이탈,1,0,2,1,1,0
경남,진주시,차량단독,기타,9,0,10,5,5,0
경남,통영시,차대사람,횡단중,109,5,108,67,39,2
경남,통영시,차대사람,차도통행중,9,0,9,4,5,0
경남,통영시,차대사람,길가장자리구역통행중,16,0,20,8,11,1
경남,통영시,차대사람,보도통행중,5,0,5,2,3,0
경남,통영시,차대사람,기타,58,2,59,27,30,2
경남,통영시,차대차,정면충돌,31,0,49,14,33,2
경남,통영시,차대차,측면충돌,256,3,391,88,289,14
경남,통영시,차대차,후진중충돌,7,0,16,1,14,1
경남,통영시,차대차,추돌,105,1,257,47,204,6
경남,통영시,차대차,기타,47,1,59,9,46,4
경남,통영시,차량단독,전도,8,0,8,4,0,4
경남,통영시,차량단독,전복,1,0,1,1,0,0
경남,통영시,차량단독,공작물충돌,21,4,30,5,17,8
경남,통영시,차량단독,도로이탈,5,0,5,1,3,1
경남,통영시,차량단독,기타,6,0,6,5,1,0
경남,김해시,차대사람,횡단중,211,12,215,138,72,5
경남,김해시,차대사람,차도통행중,19,0,19,12,7,0
경남,김해시,차대사람,길가장자리구역통행중,41,1,42,24,15,3
경남,김해시,차대사람,보도통행중,11,1,11,6,5,0
경남,김해시,차대사람,기타,103,3,103,58,41,4
경남,김해시,차대차,정면충돌,35,0,60,23,34,3
경남,김해시,차대차,측면충돌,805,6,1203,412,758,33
경남,김해시,차대차,후진중충돌,20,0,26,1,24,1
경남,김해시,차대차,추돌,354,4,702,193,491,18
경남,김해시,차대차,기타,358,3,544,169,340,35
경남,김해시,차량단독,전도,10,0,13,8,5,0
경남,김해시,차량단독,전복,5,1,5,3,2,0
경남,김해시,차량단독,공작물충돌,44,1,52,23,24,5
경남,김해시,차량단독,주/정차차량 충돌,1,0,1,1,0,0
경남,김해시,차량단독,도로이탈,6,1,8,1,7,0
경남,김해시,차량단독,기타,29,2,36,21,14,1
경남,밀양시,차대사람,횡단중,32,2,32,22,9,1
경남,밀양시,차대사람,차도통행중,2,0,2,1,1,0
경남,밀양시,차대사람,길가장자리구역통행중,12,2,11,4,7,0
경남,밀양시,차대사람,보도통행중,3,0,4,1,3,0
경남,밀양시,차대사람,기타,20,1,20,12,7,1
경남,밀양시,차대차,정면충돌,13,0,30,17,13,0
경남,밀양시,차대차,측면충돌,211,3,301,106,190,5
경남,밀양시,차대차,후진중충돌,5,0,7,0,6,1
경남,밀양시,차대차,추돌,51,3,106,29,71,6
경남,밀양시,차대차,기타,8,1,7,2,4,1
경남,밀양시,차량단독,전도,3,0,3,2,1,0
경남,밀양시,차량단독,공작물충돌,7,1,16,9,7,0
경남,밀양시,차량단독,도로이탈,2,1,1,0,0,1
경남,밀양시,차량단독,기타,2,1,1,0,0,1
경남,거제시,차대사람,횡단중,79,2,79,38,40,1
경남,거제시,차대사람,차도통행중,38,3,39,14,24,1
경남,거제시,차대사람,길가장자리구역통행중,5,0,5,1,4,0
경남,거제시,차대사람,보도통행중,3,0,3,0,3,0
경남,거제시,차대사람,기타,72,2,73,46,23,4
경남,거제시,차대차,정면충돌,38,0,64,25,39,0
경남,거제시,차대차,측면충돌,289,0,419,104,313,2
경남,거제시,차대차,후진중충돌,11,0,18,2,16,0
경남,거제시,차대차,추돌,110,0,205,39,166,0
경남,거제시,차대차,기타,177,1,228,82,146,0
경남,거제시,차량단독,전도,3,0,3,2,1,0
경남,거제시,차량단독,전복,2,0,2,1,1,0
경남,거제시,차량단독,공작물충돌,14,3,17,9,8,0
경남,거제시,차량단독,도로이탈,2,0,3,0,2,1
경남,거제시,차량단독,기타,13,0,13,8,3,2
경남,의령군,차대사람,횡단중,3,1,2,0,1,1
경남,의령군,차대사람,차도통행중,7,1,7,3,4,0
경남,의령군,차대사람,길가장자리구역통행중,6,0,6,4,2,0
경남,의령군,차대사람,보도통행중,2,0,3,0,2,1
경남,의령군,차대사람,기타,2,0,2,1,1,0
경남,의령군,차대차,정면충돌,12,0,18,7,11,0
경남,의령군,차대차,측면충돌,47,3,69,20,47,2
경남,의령군,차대차,후진중충돌,2,0,2,0,2,0
경남,의령군,차대차,추돌,22,2,38,12,25,1
경남,의령군,차대차,기타,4,0,4,3,1,0
경남,의령군,차량단독,전도,7,1,6,4,2,0
경남,의령군,차량단독,전복,1,0,2,1,1,0
경남,의령군,차량단독,공작물충돌,10,1,11,7,4,0
경남,의령군,차량단독,도로이탈,1,0,2,2,0,0
경남,의령군,차량단독,도로이탈,3,1,3,2,1,0
경남,의령군,차량단독,기타,1,0,1,0,0,1
경남,함안군,차대사람,횡단중,19,1,19,12,7,0
경남,함안군,차대사람,차도통행중,5,3,3,2,1,0
경남,함안군,차대사람,길가장자리구역통행중,7,0,7,5,2,0
경남,함안군,차대사람,보도통행중,2,0,2,2,0,0
경남,함안군,차대사람,기타,18,1,18,11,6,1
경남,함안군,차대차,정면충돌,15,0,27,16,10,1
경남,함안군,차대차,측면충돌,114,6,177,56,111,10
경남,함안군,차대차,후진중충돌,4,0,5,2,3,0
경남,함안군,차대차,추돌,50,9,78,11,67,0
경남,함안군,차대차,기타,20,2,31,12,17,2
경남,함안군,차량단독,전도,3,1,2,0,2,0
경남,함안군,차량단독,전복,1,1,0,0,0,0
경남,함안군,차량단독,공작물충돌,5,1,4,1,3,0
경남,함안군,차량단독,도로이탈,3,0,3,1,1,1
경남,함안군,차량단독,도로이탈,1,0,1,0,0,1
경남,함안군,차량단독,기타,6,0,6,4,2,0
경남,창녕군,차대사람,횡단중,19,2,19,14,4,1
경남,창녕군,차대사람,길가장자리구역통행중,2,0,3,2,1,0
경남,창녕군,차대사람,보도통행중,4,0,4,2,2,0
경남,창녕군,차대사람,기타,27,4,27,15,12,0
경남,창녕군,차대차,정면충돌,12,1,33,11,19,3
경남,창녕군,차대차,측면충돌,112,3,173,73,89,11
경남,창녕군,차대차,후진중충돌,2,0,3,1,2,0
경남,창녕군,차대차,추돌,38,1,69,16,44,9
경남,창녕군,차대차,기타,89,1,135,38,93,4
경남,창녕군,차량단독,전복,2,0,2,0,2,0
경남,창녕군,차량단독,공작물충돌,10,2,13,2,9,2
경남,창녕군,차량단독,도로이탈,2,0,2,1,0,1
경남,창녕군,차량단독,도로이탈,1,0,1,0,1,0
경남,창녕군,차량단독,기타,16,0,18,5,10,3
경남,양산시,차대사람,횡단중,122,4,124,72,48,4
경남,양산시,차대사람,차도통행중,9,2,7,3,2,2
경남,양산시,차대사람,길가장자리구역통행중,5,0,5,2,2,1
경남,양산시,차대사람,보도통행중,7,0,7,5,1,1
경남,양산시,차대사람,기타,90,4,94,50,34,10
경남,양산시,차대차,정면충돌,20,2,28,12,16,0
경남,양산시,차대차,측면충돌,434,5,695,187,436,72
경남,양산시,차대차,후진중충돌,8,0,10,0,8,2
경남,양산시,차대차,추돌,149,5,286,59,206,21
경남,양산시,차대차,기타,207,0,296,83,189,24
경남,양산시,차량단독,전도,8,0,8,2,3,3
경남,양산시,차량단독,전복,1,0,1,0,0,1
경남,양산시,차량단독,공작물충돌,26,5,31,16,9,6
경남,양산시,차량단독,도로이탈,1,0,1,1,0,0
경남,양산시,차량단독,도로이탈,1,0,1,0,0,1
경남,양산시,차량단독,기타,18,0,18,12,4,2
경남,고성군,차대사람,횡단중,16,2,14,11,3,0
경남,고성군,차대사람,차도통행중,12,5,7,6,1,0
경남,고성군,차대사람,보도통행중,2,0,2,1,1,0
경남,고성군,차대사람,기타,11,1,10,6,4,0
경남,고성군,차대차,정면충돌,20,4,30,15,15,0
경남,고성군,차대차,측면충돌,87,2,115,46,68,1
경남,고성군,차대차,후진중충돌,1,0,1,0,1,0
경남,고성군,차대차,추돌,41,2,79,26,52,1
경남,고성군,차대차,기타,42,0,68,23,44,1
경남,고성군,차량단독,전도,1,0,1,0,1,0
경남,고성군,차량단독,전복,2,1,1,1,0,0
경남,고성군,차량단독,공작물충돌,3,4,18,9,9,0
경남,고성군,차량단독,도로이탈,2,0,2,2,0,0
경남,고성군,차량단독,기타,3,0,4,4,0,0
경남,사천시,차대사람,횡단중,48,5,46,27,17,2
경남,사천시,차대사람,차도통행중,22,1,21,8,13,0
경남,사천시,차대사람,길가장자리구역통행중,11,0,11,5,6,0
경남,사천시,차대사람,보도통행중,2,0,2,2,0,0
경남,사천시,차대사람,기타,24,2,23,8,14,1
경남,사천시,차대차,정면충돌,14,0,25,11,12,2
경남,사천시,차대차,측면충돌,312,0,563,159,347,57
경남,사천시,차대차,후진중충돌,5,0,8,3,5,0
경남,사천시,차대차,추돌,88,0,182,34,132,16
경남,사천시,차대차,기타,33,1,42,13,22,7
경남,사천시,차량단독,전도,6,0,7,3,4,0
경남,사천시,차량단독,전복,1,1,0,0,0,0
경남,사천시,차량단독,공작물충돌,27,2,27,12,13,2
경남,사천시,차량단독,도로이탈,4,0,6,3,2,1
경남,사천시,차량단독,도로이탈,3,0,4,2,2,0
경남,사천시,차량단독,기타,7,1,6,3,1,2
경남,남해군,차대사람,횡단중,20,1,21,18,3,0
경남,남해군,차대사람,차도통행중,9,0,9,6,1,2
경남,남해군,차대사람,길가장자리구역통행중,1,0,1,1,0,0
경남,남해군,차대사람,보도통행중,2,0,2,2,0,0
경남,남해군,차대사람,기타,9,0,9,7,2,0
경남,남해군,차대차,정면충돌,8,3,17,10,7,0
경남,남해군,차대차,측면충돌,78,0,128,69,47,12
경남,남해군,차대차,후진중충돌,3,0,3,2,0,1
경남,남해군,차대차,추돌,15,0,27,9,12,6
경남,남해군,차대차,기타,3,0,6,2,4,0
경남,남해군,차량단독,전도,10,0,10,5,4,1
경남,남해군,차량단독,전복,4,0,4,3,1,0
경남,남해군,차량단독,공작물충돌,13,0,18,10,6,2
경남,남해군,차량단독,도로이탈,5,2,7,4,3,0
경남,남해군,차량단독,도로이탈,3,0,9,4,5,0
경남,남해군,차량단독,기타,4,0,5,3,2,0
경남,하동군,차대사람,횡단중,12,1,11,8,3,0
경남,하동군,차대사람,차도통행중,1,0,1,0,1,0
경남,하동군,차대사람,길가장자리구역통행중,9,1,10,9,1,0
경남,하동군,차대사람,기타,7,1,6,3,3,0
경남,하동군,차대차,정면충돌,19,2,35,15,18,2
경남,하동군,차대차,측면충돌,72,2,93,39,50,4
경남,하동군,차대차,후진중충돌,1,0,1,0,1,0
경남,하동군,차대차,추돌,11,0,15,5,10,0
경남,하동군,차대차,기타,5,1,9,4,5,0
경남,하동군,차량단독,전도,3,0,3,2,1,0
경남,하동군,차량단독,전복,1,0,1,1,0,0
경남,하동군,차량단독,공작물충돌,5,1,4,4,0,0
경남,하동군,차량단독,도로이탈,3,1,2,1,1,0
경남,산청군,차대사람,횡단중,7,2,5,3,2,0
경남,산청군,차대사람,차도통행중,5,0,5,4,1,0
경남,산청군,차대사람,길가장자리구역통행중,6,1,5,3,2,0
경남,산청군,차대사람,보도통행중,2,0,2,1,1,0
경남,산청군,차대사람,기타,5,1,10,7,3,0
경남,산청군,차대차,정면충돌,10,0,26,10,16,0
경남,산청군,차대차,측면충돌,80,0,121,46,60,15
경남,산청군,차대차,후진중충돌,1,0,1,0,1,0
경남,산청군,차대차,추돌,32,3,63,17,37,9
경남,산청군,차대차,기타,3,0,4,4,0,0
경남,산청군,차량단독,전도,6,0,8,5,1,2
경남,산청군,차량단독,공작물충돌,15,2,21,12,7,2
경남,산청군,차량단독,도로이탈,7,2,5,3,1,1
경남,산청군,차량단독,도로이탈,4,0,4,3,1,0
경남,함양군,차대사람,횡단중,14,0,17,7,9,1
경남,함양군,차대사람,차도통행중,4,0,4,3,1,0
경남,함양군,차대사람,길가장자리구역통행중,4,1,3,1,2,0
경남,함양군,차대사람,기타,10,1,10,5,5,0
경남,함양군,차대차,정면충돌,10,1,22,14,8,0
경남,함양군,차대차,측면충돌,65,2,113,35,59,19
경남,함양군,차대차,후진중충돌,1,0,2,0,2,0
경남,함양군,차대차,추돌,22,5,47,19,27,1
경남,함양군,차대차,기타,9,0,17,2,11,4
경남,함양군,차량단독,전도,7,0,9,6,1,2
경남,함양군,차량단독,전복,2,0,3,2,0,1
경남,함양군,차량단독,공작물충돌,8,2,9,5,2,2
경남,함양군,차량단독,도로이탈,6,3,4,1,2,1
경남,함양군,차량단독,도로이탈,1,0,1,1,0,0
경남,함양군,차량단독,기타,2,0,2,1,1,0
경남,거창군,차대사람,횡단중,16,3,17,9,7,1
경남,거창군,차대사람,차도통행중,9,1,8,6,2,0
경남,거창군,차대사람,길가장자리구역통행중,4,0,4,1,3,0
경남,거창군,차대사람,기타,11,0,12,9,3,0
경남,거창군,차대차,정면충돌,9,1,21,11,10,0
경남,거창군,차대차,측면충돌,93,1,125,55,68,2
경남,거창군,차대차,후진중충돌,4,0,5,3,2,0
경남,거창군,차대차,추돌,32,1,43,17,23,3
경남,거창군,차대차,기타,46,0,65,24,41,0
경남,거창군,차량단독,전도,5,0,5,0,5,0
경남,거창군,차량단독,공작물충돌,10,1,14,9,4,1
경남,거창군,차량단독,도로이탈,1,0,1,0,1,0
경남,거창군,차량단독,기타,2,0,4,1,3,0
경남,합천군,차대사람,횡단중,12,2,10,9,1,0
경남,합천군,차대사람,차도통행중,5,0,5,2,3,0
경남,합천군,차대사람,길가장자리구역통행중,5,2,3,1,1,1
경남,합천군,차대사람,기타,12,0,13,9,2,2
경남,합천군,차대차,정면충돌,9,1,15,9,5,1
경남,합천군,차대차,측면충돌,68,0,112,38,70,4
경남,합천군,차대차,후진중충돌,2,0,2,2,0,0
경남,합천군,차대차,추돌,18,3,22,11,11,0
경남,합천군,차대차,기타,13,1,15,5,8,2
경남,합천군,차량단독,전도,4,0,4,1,2,1
경남,합천군,차량단독,전복,1,0,1,0,0,1
경남,합천군,차량단독,공작물충돌,12,0,12,8,1,3
경남,합천군,차량단독,도로이탈,5,0,5,1,2,2
경남,합천군,차량단독,기타,2,0,2,1,1,0
경남,창원시(통합),차대사람,횡단중,347,21,343,193,144,6
경남,창원시(통합),차대사람,차도통행중,139,11,131,65,61,5
경남,창원시(통합),차대사람,길가장자리구역통행중,55,1,55,25,29,1
경남,창원시(통합),차대사람,보도통행중,39,1,41,25,12,4
경남,창원시(통합),차대사람,기타,185,6,187,80,95,12
경남,창원시(통합),차대차,정면충돌,65,1,101,40,59,2
경남,창원시(통합),차대차,측면충돌,1054,2,1566,463,1068,35
경남,창원시(통합),차대차,후진중충돌,27,0,38,5,32,1
경남,창원시(통합),차대차,추돌,522,5,986,194,772,20
경남,창원시(통합),차대차,기타,371,7,470,134,310,26
경남,창원시(통합),차량단독,전도,14,1,14,7,4,3
경남,창원시(통합),차량단독,전복,1,0,1,0,1,0
경남,창원시(통합),차량단독,공작물충돌,39,6,45,23,19,3
경남,창원시(통합),차량단독,주/정차차량 충돌,1,0,1,1,0,0
경남,창원시(통합),차량단독,도로이탈,3,1,3,1,1,1
경남,창원시(통합),차량단독,기타,54,1,71,30,39,2
제주,제주시,차대사람,횡단중,251,12,257,126,116,15
제주,제주시,차대사람,차도통행중,47,1,47,16,27,4
제주,제주시,차대사람,길가장자리구역통행중,35,1,34,9,20,5
제주,제주시,차대사람,보도통행중,20,0,22,7,15,0
제주,제주시,차대사람,기타,323,5,326,107,186,33
제주,제주시,차대차,정면충돌,67,1,127,17,98,12
제주,제주시,차대차,측면충돌,824,1,1326,231,948,147
제주,제주시,차대차,후진중충돌,39,0,58,6,48,4
제주,제주시,차대차,추돌,400,0,778,96,606,76
제주,제주시,차대차,기타,845,10,1343,214,973,156
제주,제주시,차량단독,전도,17,3,14,7,6,1
제주,제주시,차량단독,전복,2,0,4,2,1,1
제주,제주시,차량단독,공작물충돌,67,5,103,24,52,27
제주,제주시,차량단독,도로이탈,3,0,3,1,1,1
제주,제주시,차량단독,도로이탈,4,1,14,1,1,12
제주,제주시,차량단독,기타,59,2,75,25,40,10
제주,서귀포시,차대사람,횡단중,84,10,79,47,29,3
제주,서귀포시,차대사람,차도통행중,13,0,14,6,5,3
제주,서귀포시,차대사람,길가장자리구역통행중,5,0,6,2,4,0
제주,서귀포시,차대사람,보도통행중,3,0,3,1,2,0
제주,서귀포시,차대사람,기타,132,8,133,57,62,14
제주,서귀포시,차대차,정면충돌,43,2,110,37,59,14
제주,서귀포시,차대차,측면충돌,329,5,630,139,385,106
제주,서귀포시,차대차,후진중충돌,6,0,8,0,8,0
제주,서귀포시,차대차,추돌,126,2,284,36,193,55
제주,서귀포시,차대차,기타,369,5,644,125,405,114
제주,서귀포시,차량단독,전도,11,0,12,5,4,3
제주,서귀포시,차량단독,전복,3,0,10,0,2,8
제주,서귀포시,차량단독,공작물충돌,49,1,65,23,24,18
제주,서귀포시,차량단독,도로이탈,2,0,2,1,0,1
제주,서귀포시,차량단독,도로이탈,6,2,6,4,1,1
제주,서귀포시,차량단독,기타,55,5,74,31,26,17
대구,중구,차대사람,횡단중,59,2,61,29,28,4
대구,중구,차대사람,차도통행중,37,0,37,13,23,1
대구,중구,차대사람,길가장자리구역통행중,45,0,46,11,25,10
대구,중구,차대사람,보도통행중,12,0,12,7,5,0
대구,중구,차대사람,기타,98,1,100,30,59,11
대구,중구,차대차,정면충돌,7,0,10,5,4,1
대구,중구,차대차,측면충돌,471,1,736,145,478,113
대구,중구,차대차,후진중충돌,13,0,16,2,12,2
대구,중구,차대차,추돌,167,0,312,45,243,24
대구,중구,차대차,기타,95,1,123,19,89,15
대구,중구,차량단독,전도,3,0,4,0,1,3
대구,중구,차량단독,전복,1,0,1,1,0,0
대구,중구,차량단독,공작물충돌,3,0,4,0,2,2
대구,중구,차량단독,기타,9,0,10,4,5,1
대구,동구,차대사람,횡단중,142,5,142,69,64,9
대구,동구,차대사람,차도통행중,30,1,32,15,15,2
대구,동구,차대사람,길가장자리구역통행중,16,1,15,3,8,4
대구,동구,차대사람,보도통행중,20,0,22,10,12,0
대구,동구,차대사람,기타,98,2,103,38,54,11
대구,동구,차대차,정면충돌,28,0,43,16,23,4
대구,동구,차대차,측면충돌,774,2,1145,250,788,107
대구,동구,차대차,후진중충돌,22,0,24,1,22,1
대구,동구,차대차,추돌,259,3,470,65,377,28
대구,동구,차대차,기타,261,2,373,77,268,28
대구,동구,차량단독,전도,6,0,6,2,1,3
대구,동구,차량단독,전복,2,0,3,2,1,0
대구,동구,차량단독,공작물충돌,24,2,32,11,18,3
대구,동구,차량단독,도로이탈,1,1,0,0,0,0
대구,동구,차량단독,기타,35,1,34,15,15,4
대구,서구,차대사람,횡단중,69,2,73,39,27,7
대구,서구,차대사람,차도통행중,36,3,33,10,16,7
대구,서구,차대사람,길가장자리구역통행중,29,0,30,7,18,5
대구,서구,차대사람,보도통행중,27,1,26,7,14,5
대구,서구,차대사람,기타,99,3,100,42,48,10
대구,서구,차대차,정면충돌,13,1,18,3,14,1
대구,서구,차대차,측면충돌,577,3,878,157,636,85
대구,서구,차대차,후진중충돌,11,0,20,3,17,0
대구,서구,차대차,추돌,215,1,382,55,310,17
대구,서구,차대차,기타,137,1,177,44,115,18
대구,서구,차량단독,전도,9,0,9,3,5,1
대구,서구,차량단독,공작물충돌,9,2,7,3,3,1
대구,서구,차량단독,기타,19,0,20,6,10,4
대구,남구,차대사람,횡단중,67,1,70,38,28,4
대구,남구,차대사람,차도통행중,26,0,26,5,21,0
대구,남구,차대사람,길가장자리구역통행중,21,0,21,3,17,1
대구,남구,차대사람,보도통행중,13,0,13,1,12,0
대구,남구,차대사람,기타,50,1,49,17,29,3
대구,남구,차대차,정면충돌,17,0,22,8,13,1
대구,남구,차대차,측면충돌,418,2,685,125,511,49
대구,남구,차대차,후진중충돌,10,0,11,1,10,0
대구,남구,차대차,추돌,136,1,241,33,197,11
대구,남구,차대차,기타,83,0,99,26,68,5
대구,남구,차량단독,전도,3,0,4,2,0,2
대구,남구,차량단독,공작물충돌,4,0,5,1,3,1
대구,남구,차량단독,기타,11,0,11,3,7,1
대구,북구,차대사람,횡단중,152,8,159,81,75,3
대구,북구,차대사람,차도통행중,28,1,34,14,20,0
대구,북구,차대사람,길가장자리구역통행중,13,0,13,4,6,3
대구,북구,차대사람,보도통행중,25,1,25,12,10,3
대구,북구,차대사람,기타,207,1,218,94,107,17
대구,북구,차대차,정면충돌,47,0,70,19,46,5
대구,북구,차대차,측면충돌,964,1,1485,285,1062,138
대구,북구,차대차,후진중충돌,21,0,23,2,20,1
대구,북구,차대차,추돌,331,2,587,97,458,32
대구,북구,차대차,기타,478,7,698,153,465,80
대구,북구,차량단독,전도,12,0,12,4,3,5
대구,북구,차량단독,전복,2,0,2,0,0,2
대구,북구,차량단독,공작물충돌,34,0,41,10,19,12
대구,북구,차량단독,기타,44,4,47,18,22,7
대구,수성구,차대사람,횡단중,189,8,193,95,92,6
대구,수성구,차대사람,차도통행중,32,0,34,14,20,0
대구,수성구,차대사람,길가장자리구역통행중,37,0,37,16,19,2
대구,수성구,차대사람,보도통행중,23,0,24,9,14,1
대구,수성구,차대사람,기타,127,1,131,42,78,11
대구,수성구,차대차,정면충돌,59,0,106,31,74,1
대구,수성구,차대차,측면충돌,801,4,1333,254,964,115
대구,수성구,차대차,후진중충돌,24,0,31,4,27,0
대구,수성구,차대차,추돌,476,0,865,120,711,34
대구,수성구,차대차,기타,168,3,223,46,151,26
대구,수성구,차량단독,전도,11,0,11,3,1,7
대구,수성구,차량단독,공작물충돌,20,4,21,6,8,7
대구,수성구,차량단독,도로이탈,1,0,1,0,0,1
대구,수성구,차량단독,기타,48,0,54,19,23,12
대구,달서구,차대사람,횡단중,261,4,269,130,127,12
대구,달서구,차대사람,차도통행중,49,1,49,20,25,4
대구,달서구,차대사람,길가장자리구역통행중,16,0,16,4,11,1
대구,달서구,차대사람,보도통행중,48,0,49,22,23,4
대구,달서구,차대사람,기타,246,3,256,80,156,20
대구,달서구,차대차,정면충돌,64,1,113,35,69,9
대구,달서구,차대차,측면충돌,1369,2,2168,336,1678,154
대구,달서구,차대차,후진중충돌,40,0,59,4,52,3
대구,달서구,차대차,추돌,510,0,920,111,764,45
대구,달서구,차대차,기타,455,1,671,122,497,52
대구,달서구,차량단독,전도,5,0,5,3,1,1
대구,달서구,차량단독,전복,1,0,1,0,1,0
대구,달서구,차량단독,공작물충돌,12,0,15,5,6,4
대구,달서구,차량단독,기타,34,1,38,11,20,7
대구,달성군,차대사람,횡단중,43,1,46,29,14,3
대구,달성군,차대사람,차도통행중,8,1,7,6,1,0
대구,달성군,차대사람,보도통행중,10,2,10,3,7,0
대구,달성군,차대사람,기타,77,1,83,33,40,10
대구,달성군,차대차,정면충돌,26,0,53,12,40,1
대구,달성군,차대차,측면충돌,202,2,303,69,227,7
대구,달성군,차대차,후진중충돌,8,0,14,0,14,0
대구,달성군,차대차,추돌,122,3,224,36,184,4
대구,달성군,차대차,기타,338,1,506,110,358,38
대구,달성군,차량단독,전도,8,2,7,2,4,1
대구,달성군,차량단독,전복,1,0,1,0,0,1
대구,달성군,차량단독,공작물충돌,7,1,6,2,3,1
대구,달성군,차량단독,기타,18,1,19,9,8,2
인천,중구,차대사람,횡단중,33,2,32,15,15,2
인천,중구,차대사람,차도통행중,9,0,9,5,4,0
인천,중구,차대사람,길가장자리구역통행중,9,0,10,1,9,0
인천,중구,차대사람,보도통행중,6,0,11,7,4,0
인천,중구,차대사람,기타,35,3,37,10,25,2
인천,중구,차대차,정면충돌,13,2,22,7,14,1
인천,중구,차대차,측면충돌,216,3,373,79,276,18
인천,중구,차대차,후진중충돌,6,0,6,0,6,0
인천,중구,차대차,추돌,80,3,153,29,118,6
인천,중구,차대차,기타,59,0,93,23,58,12
인천,중구,차량단독,전도,2,0,2,2,0,0
인천,중구,차량단독,공작물충돌,14,0,25,14,10,1
인천,중구,차량단독,기타,11,1,14,8,4,2
인천,동구,차대사람,횡단중,34,1,36,23,12,1
인천,동구,차대사람,차도통행중,5,0,5,2,2,1
인천,동구,차대사람,길가장자리구역통행중,1,0,1,1,0,0
인천,동구,차대사람,보도통행중,1,0,1,0,1,0
인천,동구,차대사람,기타,17,0,18,5,12,1
인천,동구,차대차,정면충돌,3,0,5,1,4,0
인천,동구,차대차,측면충돌,48,1,76,28,44,4
인천,동구,차대차,후진중충돌,4,0,5,0,5,0
